timestamp_ms,raw
146980,0
147057,0
147134,0
147211,0
147288,0
147365,0
147442,0
147519,0
147596,0
147673,0
147750,0
147827,0
147904,0
147981,0
148058,0
148135,0
148212,0
148289,0
148366,0
148443,0
148520,0
148597,0
148674,0
148751,0
148828,0
148905,0
148982,0
149059,0
149136,0
149213,0
149290,0
149367,0
149444,0
149521,0
149598,0
149675,0
149752,0
149829,0
149906,0
149983,0
150060,0
150137,0
150214,0
150291,0
150368,0
150445,0
150522,0
150599,0
150676,0
150753,0
150830,0
150907,0
150984,0
151061,0
151138,0
151215,0
151292,0
151369,0
151446,0
151523,0
151600,0
151677,0
151754,0
151831,0
151908,0
151985,0
152062,0
152139,0
152216,0
152293,0
152370,0
152447,278
152527,377
152608,398
152690,410
152772,383
152854,351
152936,328
153018,325
153100,325
153182,316
153264,307
153346,333
153428,326
153510,301
153592,299
153674,263
153756,16
153837,0
153916,0
153995,0
154073,0
154150,0
154227,0
154304,0
154381,0
154458,0
154535,0
154612,0
154689,0
154766,0
154843,0
154920,0
154997,0
155074,0
155151,0
155228,0
155305,0
155382,0
155459,0
155536,0
155613,0
155690,0
155767,0
155844,0
155921,0
155998,0
156075,0
156152,0
156229,0
156306,0
156383,0
156460,0
156537,0
156614,0
156691,0
156768,0
156845,0
156922,0
156999,0
157076,0
157153,0
157230,0
157307,0
157384,0
157461,0
157538,0
157615,0
157692,0
157769,0
157846,0
157923,435
158003,508
158084,516
158166,539
158248,541
158330,536
158412,505
158494,440
158576,375
158658,376
158740,352
158822,29
158903,0
158983,0
159062,0
159140,0
159217,0
159294,0
159371,0
159448,0
159525,0
159602,0
159679,0
159756,0
159833,0
159910,0
159987,0
160064,0
160141,0
160218,0
160295,0
160372,0
160449,0
160526,0
160603,0
160680,0
160757,0
160834,0
160911,0
160988,0
161065,0
161142,0
161219,0
161296,0
161373,0
161450,0
161527,0
161604,0
161681,0
161758,0
161835,0
161912,0
161989,0
162066,463
162146,534
162227,541
162309,549
162391,533
162473,530
162555,543
162637,536
162719,528
162801,534
162883,534
162965,517
163047,386
163129,244
163211,359
163293,337
163375,0
163455,0
163534,0
163613,0
163691,0
163768,0
163845,0
163922,0
163999,0
164076,0
164153,0
164230,0
164307,0
164384,0
164461,0
164538,0
164615,0
164692,0
164769,0
164846,0
164923,0
165000,0
165077,0
165154,0
165231,0
165308,0
165385,0
165462,0
165539,0
165616,0
165693,0
165770,0
165847,0
165924,0
166001,0
166078,0
166155,0
166232,0
166309,0
166386,0
166463,0
166540,0
166617,0
166694,0
166771,0
166848,0
166925,0
167002,0
167079,0
167156,0
167233,556
167314,565
167396,539
167478,550
167560,518
167642,514
167724,512
167806,500
167888,486
167970,426
168052,352
168134,413
168216,187
168298,5
168378,0
168457,0
168536,0
168614,0
168691,0
168768,0
168845,0
168922,0
168999,0
169076,0
169153,0
169230,0
169307,0
169384,0
169461,0
169538,0
169615,0
169692,0
169769,0
169846,0
169923,0
170000,0
170077,0
170154,406
170234,2
170312,0
170390,0
170468,0
170546,0
170623,0
170700,0
170777,0
170854,0
170931,0
171008,0
171085,0
171162,0
171239,0
171316,0
171393,0
171470,0
171547,354
171627,0
171705,0
171783,0
171861,0
171939,0
172016,0
172093,0
172170,0
172247,0
172324,0
172401,0
172478,0
172555,0
172632,0
172709,0
172786,0
172863,0
172940,0
173017,0
173094,0
173171,0
173248,0
173325,0
173402,0
173479,0
173556,0
173633,0
173710,0
173787,0
173864,0
173941,0
174018,0
174095,0
174172,0
174249,0
174326,0
174403,0
174480,0
174557,0
174634,0
174711,0
174788,0
174865,0
174942,0
175019,0
175096,0
175173,0
175250,0
175327,0
175404,0
175481,0
175558,0
175635,0
175712,0
175789,0
175866,0
175943,0
176020,0
176097,0
176174,0
176251,0
176328,0
176405,0
176482,0
176559,0
176636,0
176713,0
176790,0
176867,0
176944,0
177021,0
177098,0
177175,0
177252,387
177332,457
177413,469
177495,472
177577,464
177659,464
177741,446
177823,411
177905,353
177987,407
178069,429
178151,444
178233,468
178315,479
178397,485
178479,496
178561,500
178643,500
178725,508
178807,510
178889,508
178971,509
179053,517
179135,516
179218,526
179301,525
179384,569
179467,608
179550,641
179633,660
179716,650
179799,654
179882,662
179965,652
180048,664
180131,663
180214,654
180297,663
180380,652
180463,652
180546,662
180629,653
180712,629
180795,22
180877,0
180958,0
181039,0
181119,0
181197,0
181275,0
181353,0
181431,0
181509,0
181587,0
181665,0
181743,0
181821,0
181899,0
181977,0
182054,0
182131,0
182208,0
182285,0
182362,0
182439,0
182516,0
182593,0
182670,0
182747,0
182824,0
182901,0
182978,0
183055,0
183132,0
183209,0
183286,0
183363,0
183440,0
183517,0
183594,0
183671,0
183748,0
183825,0
183902,0
183979,0
